Date,Restaurant_Food,Actual_Units_Sold,Predicted_Units_Sold
2023-06-26,R3_Masala Chai (cup),278,290.30582
2023-06-27,R3_Masala Chai (cup),445,275.39233
2023-06-28,R3_Masala Chai (cup),414,290.37457
2023-06-29,R3_Masala Chai (cup),409,281.99557
2023-06-30,R3_Masala Chai (cup),351,272.61765
2023-07-01,R3_Masala Chai (cup),504,266.98193
2023-07-02,R3_Masala Chai (cup),386,261.00433
2023-07-03,R3_Masala Chai (cup),350,236.13217
2023-07-04,R3_Masala Chai (cup),353,237.59782
2023-07-05,R3_Masala Chai (cup),342,280.90097
2023-07-06,R3_Masala Chai (cup),391,228.70003
2023-07-07,R3_Masala Chai (cup),351,288.08563
2023-07-08,R3_Masala Chai (cup),373,268.14954
2023-07-09,R3_Masala Chai (cup),397,264.84494
2023-07-10,R3_Masala Chai (cup),309,231.45012
2023-07-11,R3_Masala Chai (cup),353,283.06763
2023-07-12,R3_Masala Chai (cup),362,216.6062
2023-07-13,R3_Masala Chai (cup),447,285.64127
2023-07-14,R3_Masala Chai (cup),430,277.75494
2023-07-15,R3_Masala Chai (cup),375,309.78146
2023-07-16,R3_Masala Chai (cup),473,317.09427
2023-07-17,R3_Masala Chai (cup),406,279.37878
2023-07-18,R3_Masala Chai (cup),381,283.72488
2023-07-19,R3_Masala Chai (cup),411,292.36963
2023-07-20,R3_Masala Chai (cup),372,294.13376
2023-07-21,R3_Masala Chai (cup),397,232.82541
2023-07-22,R3_Masala Chai (cup),409,285.39734
2023-07-23,R3_Masala Chai (cup),436,278.0479
2023-07-24,R3_Masala Chai (cup),471,294.98605
2023-07-25,R3_Masala Chai (cup),429,231.0127
2023-07-26,R3_Masala Chai (cup),378,218.69234
2023-07-27,R3_Masala Chai (cup),339,233.33093
2023-07-28,R3_Masala Chai (cup),406,219.16304
2023-07-29,R3_Masala Chai (cup),335,269.0948
2023-07-30,R3_Masala Chai (cup),423,259.29102
2023-07-31,R3_Masala Chai (cup),330,223.92165
2023-08-01,R3_Masala Chai (cup),333,236.69339
2023-08-02,R3_Masala Chai (cup),346,235.6163
2023-08-03,R3_Masala Chai (cup),524,352.65063
2023-08-04,R3_Masala Chai (cup),311,241.17073
2023-08-05,R3_Masala Chai (cup),558,394.26855
2023-08-06,R3_Masala Chai (cup),442,299.79318
2023-08-07,R3_Masala Chai (cup),432,319.28445
2023-08-08,R3_Masala Chai (cup),500,278.91165
2023-08-09,R3_Masala Chai (cup),382,267.48038
2023-08-10,R3_Masala Chai (cup),385,277.72412
2023-08-11,R3_Masala Chai (cup),350,275.9723
2023-08-12,R3_Masala Chai (cup),435,274.98785
2023-08-13,R3_Masala Chai (cup),497,335.46735
2023-08-14,R3_Masala Chai (cup),268,226.86845
2023-08-15,R3_Masala Chai (cup),447,230.31932
2023-08-16,R3_Masala Chai (cup),400,237.35165
2023-08-17,R3_Masala Chai (cup),365,231.22922
2023-08-18,R3_Masala Chai (cup),491,339.09283
2023-08-19,R3_Masala Chai (cup),462,278.74982
2023-08-20,R3_Masala Chai (cup),466,282.03308
2023-08-21,R3_Masala Chai (cup),359,233.16826
2023-08-22,R3_Masala Chai (cup),339,231.3395
2023-08-23,R3_Masala Chai (cup),365,214.17076
2023-08-24,R3_Masala Chai (cup),348,225.90862
2023-08-25,R3_Masala Chai (cup),312,230.27007
2023-08-26,R3_Masala Chai (cup),391,243.86482
2023-08-27,R3_Masala Chai (cup),466,328.93002
2023-08-28,R3_Masala Chai (cup),410,276.94238
2023-08-29,R3_Masala Chai (cup),349,224.75168
2023-08-30,R3_Masala Chai (cup),367,225.71031
2023-08-31,R3_Masala Chai (cup),298,225.46278
2023-09-01,R3_Masala Chai (cup),373,280.8621
2023-09-02,R3_Masala Chai (cup),475,269.75458
2023-09-03,R3_Masala Chai (cup),478,269.2006
2023-09-04,R3_Masala Chai (cup),368,225.41145
2023-09-05,R3_Masala Chai (cup),328,227.37741
2023-09-06,R3_Masala Chai (cup),384,216.8768
2023-09-07,R3_Masala Chai (cup),418,297.4672
2023-09-08,R3_Masala Chai (cup),395,283.24246
2023-09-09,R3_Masala Chai (cup),469,281.6192
2023-09-10,R3_Masala Chai (cup),441,283.4013
2023-09-11,R3_Masala Chai (cup),357,294.83688
2023-09-12,R3_Masala Chai (cup),378,235.78867
2023-09-13,R3_Masala Chai (cup),312,226.45901
2023-09-14,R3_Masala Chai (cup),417,221.17812
2023-09-15,R3_Masala Chai (cup),338,235.43845
2023-09-16,R3_Masala Chai (cup),496,327.78763
2023-09-17,R3_Masala Chai (cup),464,278.61185
2023-09-18,R3_Masala Chai (cup),357,228.7945
2023-09-19,R3_Masala Chai (cup),372,228.12135
2023-09-20,R3_Masala Chai (cup),328,235.06465
2023-09-21,R3_Masala Chai (cup),341,219.05261
2023-09-22,R3_Masala Chai (cup),394,238.99745
2023-09-23,R3_Masala Chai (cup),398,283.43375
2023-09-24,R3_Masala Chai (cup),460,283.94647
2023-09-25,R3_Masala Chai (cup),324,234.58748
2023-09-26,R3_Masala Chai (cup),375,232.83403
2023-09-27,R3_Masala Chai (cup),364,242.69997
2023-09-28,R3_Masala Chai (cup),411,242.09149
2023-09-29,R3_Masala Chai (cup),288,247.20795
2023-09-30,R3_Masala Chai (cup),374,270.46487
2023-10-01,R3_Masala Chai (cup),523,322.18686
2023-10-02,R3_Masala Chai (cup),434,286.94882
2023-10-03,R3_Masala Chai (cup),379,230.67162
2023-10-04,R3_Masala Chai (cup),396,221.17244
2023-10-05,R3_Masala Chai (cup),280,233.65775
2023-10-06,R3_Masala Chai (cup),369,273.94882
2023-10-07,R3_Masala Chai (cup),595,338.38843
2023-10-08,R3_Masala Chai (cup),490,281.43942
2023-10-09,R3_Masala Chai (cup),411,232.37889
2023-10-10,R3_Masala Chai (cup),379,234.84874
2023-10-11,R3_Masala Chai (cup),309,231.25888
2023-10-12,R3_Masala Chai (cup),366,239.02182
2023-10-13,R3_Masala Chai (cup),316,233.51056
2023-10-14,R3_Masala Chai (cup),413,247.97054
2023-10-15,R3_Masala Chai (cup),476,386.0251
2023-10-16,R3_Masala Chai (cup),389,278.9714
2023-10-17,R3_Masala Chai (cup),399,226.29773
2023-10-18,R3_Masala Chai (cup),305,241.2655
2023-10-19,R3_Masala Chai (cup),404,237.01022
2023-10-20,R3_Masala Chai (cup),406,282.42252
2023-10-21,R3_Masala Chai (cup),428,277.8147
2023-10-22,R3_Masala Chai (cup),446,263.45667
2023-10-23,R3_Masala Chai (cup),326,225.31859
2023-10-24,R3_Masala Chai (cup),289,210.11449
2023-10-25,R3_Masala Chai (cup),394,220.50797
2023-10-26,R3_Masala Chai (cup),449,233.73972
2023-10-27,R3_Masala Chai (cup),371,244.67133
2023-10-28,R3_Masala Chai (cup),351,261.6995
2023-10-29,R3_Masala Chai (cup),543,395.67957
2023-10-30,R3_Masala Chai (cup),477,376.20245
2023-10-31,R3_Masala Chai (cup),362,228.75113
2023-11-01,R3_Masala Chai (cup),285,235.69266
2023-11-02,R3_Masala Chai (cup),299,242.51904
2023-11-03,R3_Masala Chai (cup),450,268.53427
2023-11-04,R3_Masala Chai (cup),429,261.72092
2023-11-05,R3_Masala Chai (cup),607,407.1792
2023-11-06,R3_Masala Chai (cup),411,242.45334
2023-11-07,R3_Masala Chai (cup),384,230.60007
2023-11-08,R3_Masala Chai (cup),304,236.30586
2023-11-09,R3_Masala Chai (cup),365,230.6743
2023-11-10,R3_Masala Chai (cup),281,241.2004
2023-11-11,R3_Masala Chai (cup),400,280.84946
2023-11-12,R3_Masala Chai (cup),474,269.83115
2023-11-13,R3_Masala Chai (cup),444,226.30803
2023-11-14,R3_Masala Chai (cup),287,236.88034
2023-11-15,R3_Masala Chai (cup),405,241.72916
2023-11-16,R3_Masala Chai (cup),320,248.29933
2023-11-17,R3_Masala Chai (cup),335,220.18024
2023-11-18,R3_Masala Chai (cup),497,329.7509
2023-11-19,R3_Masala Chai (cup),523,270.9884
2023-11-20,R3_Masala Chai (cup),332,236.74277
2023-11-21,R3_Masala Chai (cup),348,234.79422
2023-11-22,R3_Masala Chai (cup),380,225.4994
2023-11-23,R3_Masala Chai (cup),471,288.12723
2023-11-24,R3_Masala Chai (cup),564,342.84494
2023-11-25,R3_Masala Chai (cup),321,284.5232
2023-11-26,R3_Masala Chai (cup),400,258.44272
2023-11-27,R3_Masala Chai (cup),476,280.84912
2023-11-28,R3_Masala Chai (cup),301,232.19878
2023-11-29,R3_Masala Chai (cup),476,346.74173
2023-11-30,R3_Masala Chai (cup),283,234.5909
2023-12-01,R3_Masala Chai (cup),365,285.3494
2023-12-02,R3_Masala Chai (cup),624,357.3877
2023-12-03,R3_Masala Chai (cup),533,311.08588
2023-12-04,R3_Masala Chai (cup),401,287.9408
2023-12-05,R3_Masala Chai (cup),530,309.53516
2023-12-06,R3_Masala Chai (cup),426,276.91833
2023-12-07,R3_Masala Chai (cup),380,274.72598
2023-12-08,R3_Masala Chai (cup),366,292.0703
2023-12-09,R3_Masala Chai (cup),494,311.13437
2023-12-10,R3_Masala Chai (cup),462,320.4361
2023-12-11,R3_Masala Chai (cup),374,289.84793
2023-12-12,R3_Masala Chai (cup),405,274.0956
2023-12-13,R3_Masala Chai (cup),599,396.19867
2023-12-14,R3_Masala Chai (cup),520,287.7032
2023-12-15,R3_Masala Chai (cup),524,288.76346
2023-12-16,R3_Masala Chai (cup),536,336.92746
2023-12-17,R3_Masala Chai (cup),588,319.06195
2023-12-18,R3_Masala Chai (cup),416,288.2521
2023-12-19,R3_Masala Chai (cup),416,273.50824
2023-12-20,R3_Masala Chai (cup),404,280.84738
2023-12-21,R3_Masala Chai (cup),463,263.7929
2023-12-22,R3_Masala Chai (cup),428,273.97095
2023-12-23,R3_Masala Chai (cup),396,368.53925
2023-12-24,R3_Masala Chai (cup),407,361.78763
2023-12-25,R3_Masala Chai (cup),506,343.58752
2023-12-26,R3_Masala Chai (cup),505,390.00076
2023-12-27,R3_Masala Chai (cup),495,349.2166
2023-12-28,R3_Masala Chai (cup),574,355.9944
2023-12-29,R3_Masala Chai (cup),519,343.4027
2023-12-30,R3_Masala Chai (cup),522,348.39786
2023-12-31,R3_Masala Chai (cup),474,342.50455
2023-01-01,R3_Masala Dosa,170,148.18549
2023-01-02,R3_Masala Dosa,124,196.56035
2023-01-03,R3_Masala Dosa,146,119.08324
2023-01-04,R3_Masala Dosa,164,136.16223
2023-01-05,R3_Masala Dosa,206,209.44365
2023-01-06,R3_Masala Dosa,193,181.6584
2023-01-07,R3_Masala Dosa,197,173.6307
2023-01-08,R3_Masala Dosa,221,190.38947
2023-01-09,R3_Masala Dosa,157,172.17032
2023-01-10,R3_Masala Dosa,152,153.04018
2023-01-11,R3_Masala Dosa,147,144.5481
2023-01-12,R3_Masala Dosa,184,156.41801
2023-01-13,R3_Masala Dosa,200,205.53284
2023-01-14,R3_Masala Dosa,215,251.0662
2023-01-15,R3_Masala Dosa,222,210.52252
2023-01-16,R3_Masala Dosa,121,180.20158
2023-01-17,R3_Masala Dosa,184,186.90854
2023-01-18,R3_Masala Dosa,140,152.2411
2023-01-19,R3_Masala Dosa,150,148.71236
2023-01-20,R3_Masala Dosa,143,152.75267
2023-01-21,R3_Masala Dosa,171,162.55945
2023-01-22,R3_Masala Dosa,180,161.2714
2023-01-23,R3_Masala Dosa,161,138.88307
2023-01-24,R3_Masala Dosa,154,146.4907
2023-01-25,R3_Masala Dosa,125,144.53534
2023-01-26,R3_Masala Dosa,188,160.9962
2023-01-27,R3_Masala Dosa,143,139.41933
2023-01-28,R3_Masala Dosa,160,158.35216
2023-01-29,R3_Masala Dosa,187,190.29909
2023-01-30,R3_Masala Dosa,159,141.32407
2023-01-31,R3_Masala Dosa,182,145.15742
2023-02-01,R3_Masala Dosa,154,147.64636
2023-02-02,R3_Masala Dosa,130,152.31511
2023-02-03,R3_Masala Dosa,160,139.70224
2023-02-04,R3_Masala Dosa,164,161.29721
2023-02-05,R3_Masala Dosa,193,201.6936
2023-02-06,R3_Masala Dosa,157,146.56665
2023-02-07,R3_Masala Dosa,141,149.87746
2023-02-08,R3_Masala Dosa,138,143.71173
2023-02-09,R3_Masala Dosa,145,138.8707
2023-02-10,R3_Masala Dosa,171,143.03954
2023-02-11,R3_Masala Dosa,188,161.76611
2023-02-12,R3_Masala Dosa,160,163.57721
2023-02-13,R3_Masala Dosa,149,172.06747
2023-02-14,R3_Masala Dosa,212,191.91702
2023-02-15,R3_Masala Dosa,147,151.91434
2023-02-16,R3_Masala Dosa,162,183.51224
2023-02-17,R3_Masala Dosa,285,235.39236
2023-02-18,R3_Masala Dosa,189,194.77237
2023-02-19,R3_Masala Dosa,172,195.17363
2023-02-20,R3_Masala Dosa,164,150.77983
2023-02-21,R3_Masala Dosa,170,178.43837
2023-02-22,R3_Masala Dosa,302,269.41107
2023-02-23,R3_Masala Dosa,184,162.74702
2023-02-24,R3_Masala Dosa,169,171.99977
2023-02-25,R3_Masala Dosa,198,200.1575
2023-02-26,R3_Masala Dosa,172,215.78166
2023-02-27,R3_Masala Dosa,193,207.43785
2023-02-28,R3_Masala Dosa,161,160.89406
2023-03-01,R3_Masala Dosa,122,146.05186
2023-03-02,R3_Masala Dosa,147,134.8044
2023-03-03,R3_Masala Dosa,128,140.73885
2023-03-04,R3_Masala Dosa,189,178.09955
2023-03-05,R3_Masala Dosa,145,149.76782
2023-03-06,R3_Masala Dosa,132,126.93126
2023-03-07,R3_Masala Dosa,120,118.81127
2023-03-08,R3_Masala Dosa,106,115.71589
2023-03-09,R3_Masala Dosa,149,114.55259
2023-03-10,R3_Masala Dosa,124,117.62013
2023-03-11,R3_Masala Dosa,158,135.72658
2023-03-12,R3_Masala Dosa,151,139.26773
2023-03-13,R3_Masala Dosa,195,162.0839
2023-03-14,R3_Masala Dosa,129,122.81056
2023-03-15,R3_Masala Dosa,139,120.78408
2023-03-16,R3_Masala Dosa,116,125.667496
2023-03-17,R3_Masala Dosa,141,141.02158
2023-03-18,R3_Masala Dosa,127,138.85818
2023-03-19,R3_Masala Dosa,119,140.40092
2023-03-20,R3_Masala Dosa,116,116.974014
2023-03-21,R3_Masala Dosa,136,122.82225
2023-03-22,R3_Masala Dosa,146,123.84802
2023-03-23,R3_Masala Dosa,136,122.67888
2023-03-24,R3_Masala Dosa,121,124.67222
2023-03-25,R3_Masala Dosa,149,144.83221
2023-03-26,R3_Masala Dosa,185,156.74124
2023-03-27,R3_Masala Dosa,116,131.3013
2023-03-28,R3_Masala Dosa,117,126.10968
2023-03-29,R3_Masala Dosa,139,127.88494
2023-03-30,R3_Masala Dosa,148,119.84736
2023-03-31,R3_Masala Dosa,108,114.3705
2023-04-01,R3_Masala Dosa,111,132.14653
2023-04-02,R3_Masala Dosa,182,167.10861
2023-04-03,R3_Masala Dosa,172,111.99707
2023-04-04,R3_Masala Dosa,129,139.6668
2023-04-05,R3_Masala Dosa,106,120.8413
2023-04-06,R3_Masala Dosa,135,116.319435
2023-04-07,R3_Masala Dosa,136,118.290924
2023-04-08,R3_Masala Dosa,115,138.10959
2023-04-09,R3_Masala Dosa,163,164.6398
2023-04-10,R3_Masala Dosa,119,120.84404
2023-04-11,R3_Masala Dosa,159,112.63233
2023-04-12,R3_Masala Dosa,198,167.8874
2023-04-13,R3_Masala Dosa,135,124.693886
2023-04-14,R3_Masala Dosa,132,124.60001
2023-04-15,R3_Masala Dosa,143,142.03754
2023-04-16,R3_Masala Dosa,121,145.01634
2023-04-17,R3_Masala Dosa,118,121.4917
2023-04-18,R3_Masala Dosa,116,119.59169
2023-04-19,R3_Masala Dosa,114,114.030426
2023-04-20,R3_Masala Dosa,120,112.527596
2023-04-21,R3_Masala Dosa,181,139.78943
2023-04-22,R3_Masala Dosa,145,206.92516
2023-04-23,R3_Masala Dosa,237,203.55394
2023-04-24,R3_Masala Dosa,138,134.43788
2023-04-25,R3_Masala Dosa,233,225.7245
2023-04-26,R3_Masala Dosa,137,151.62143
2023-04-27,R3_Masala Dosa,166,147.0019
2023-04-28,R3_Masala Dosa,116,176.89917
2023-04-29,R3_Masala Dosa,192,183.30827
2023-04-30,R3_Masala Dosa,200,202.66498
2023-05-01,R3_Masala Dosa,115,138.23589
2023-05-02,R3_Masala Dosa,129,126.11678
2023-05-03,R3_Masala Dosa,103,123.42442
2023-05-04,R3_Masala Dosa,155,136.0325
2023-05-05,R3_Masala Dosa,131,144.3881
2023-05-06,R3_Masala Dosa,169,187.86546
2023-05-07,R3_Masala Dosa,121,146.03082
2023-05-08,R3_Masala Dosa,124,117.57047
2023-05-09,R3_Masala Dosa,109,118.22648
2023-05-10,R3_Masala Dosa,102,113.707954
2023-05-11,R3_Masala Dosa,125,113.72782
2023-05-12,R3_Masala Dosa,136,130.56009
2023-05-13,R3_Masala Dosa,136,131.1957
2023-05-14,R3_Masala Dosa,160,154.2861
2023-05-15,R3_Masala Dosa,114,111.5948
2023-05-16,R3_Masala Dosa,108,113.838135
2023-05-17,R3_Masala Dosa,113,113.00516
2023-05-18,R3_Masala Dosa,134,114.01515
2023-05-19,R3_Masala Dosa,119,114.34121
2023-05-20,R3_Masala Dosa,164,154.78877
2023-05-21,R3_Masala Dosa,206,190.72588
2023-05-22,R3_Masala Dosa,147,118.55317
2023-05-23,R3_Masala Dosa,199,177.20087
2023-05-24,R3_Masala Dosa,127,137.33554
2023-05-25,R3_Masala Dosa,160,135.8145
2023-05-26,R3_Masala Dosa,184,142.59572
2023-05-27,R3_Masala Dosa,171,207.97531
2023-05-28,R3_Masala Dosa,132,183.69798
2023-05-29,R3_Masala Dosa,160,136.27802
2023-05-30,R3_Masala Dosa,104,139.27562
2023-05-31,R3_Masala Dosa,119,122.93085
2023-06-01,R3_Masala Dosa,123,120.40513
2023-06-02,R3_Masala Dosa,127,121.86119
2023-06-03,R3_Masala Dosa,153,137.41689
2023-06-04,R3_Masala Dosa,160,135.62933
2023-06-05,R3_Masala Dosa,149,131.15797
2023-06-06,R3_Masala Dosa,120,118.16779
2023-06-07,R3_Masala Dosa,103,115.26165
2023-06-08,R3_Masala Dosa,107,114.884834
2023-06-09,R3_Masala Dosa,146,137.37877
2023-06-10,R3_Masala Dosa,139,135.57607
2023-06-11,R3_Masala Dosa,115,140.3159
2023-06-12,R3_Masala Dosa,155,131.09747
2023-06-13,R3_Masala Dosa,151,111.38154
2023-06-14,R3_Masala Dosa,126,117.32829
2023-06-15,R3_Masala Dosa,102,116.4109
2023-06-16,R3_Masala Dosa,139,137.81993
2023-06-17,R3_Masala Dosa,142,139.32553
2023-06-18,R3_Masala Dosa,170,139.8505
2023-06-19,R3_Masala Dosa,151,120.29468
2023-06-20,R3_Masala Dosa,113,117.55592
2023-06-21,R3_Masala Dosa,126,116.42889
2023-06-22,R3_Masala Dosa,146,125.73902
2023-06-23,R3_Masala Dosa,135,130.0455
2023-06-24,R3_Masala Dosa,135,158.40778
2023-06-25,R3_Masala Dosa,190,165.0848
2023-06-26,R3_Masala Dosa,158,135.49678
2023-06-27,R3_Masala Dosa,148,135.01305
2023-06-28,R3_Masala Dosa,115,132.7533
2023-06-29,R3_Masala Dosa,178,152.50868
2023-06-30,R3_Masala Dosa,123,139.78221
2023-07-01,R3_Masala Dosa,133,138.39566
2023-07-02,R3_Masala Dosa,155,142.99197
2023-07-03,R3_Masala Dosa,126,117.883575
2023-07-04,R3_Masala Dosa,131,114.938705
2023-07-05,R3_Masala Dosa,129,120.06149
2023-07-06,R3_Masala Dosa,121,116.46212
2023-07-07,R3_Masala Dosa,120,114.87376
2023-07-08,R3_Masala Dosa,192,159.44017
2023-07-09,R3_Masala Dosa,131,136.12634
2023-07-10,R3_Masala Dosa,136,138.50864
2023-07-11,R3_Masala Dosa,100,118.767075
2023-07-12,R3_Masala Dosa,140,115.81959
2023-07-13,R3_Masala Dosa,115,117.554726
2023-07-14,R3_Masala Dosa,147,146.44229
2023-07-15,R3_Masala Dosa,131,172.99199
2023-07-16,R3_Masala Dosa,156,150.37956
2023-07-17,R3_Masala Dosa,149,126.12093
2023-07-18,R3_Masala Dosa,128,125.071594
2023-07-19,R3_Masala Dosa,179,128.05316
2023-07-20,R3_Masala Dosa,120,134.12857
2023-07-21,R3_Masala Dosa,122,121.43027
2023-07-22,R3_Masala Dosa,144,136.44138
2023-07-23,R3_Masala Dosa,112,139.92021
2023-07-24,R3_Masala Dosa,135,115.43524
2023-07-25,R3_Masala Dosa,145,116.44167
2023-07-26,R3_Masala Dosa,95,118.405
2023-07-27,R3_Masala Dosa,141,114.048134
2023-07-28,R3_Masala Dosa,104,116.4344
2023-07-29,R3_Masala Dosa,140,131.31673
2023-07-30,R3_Masala Dosa,170,132.25496
2023-07-31,R3_Masala Dosa,106,111.68978
2023-08-01,R3_Masala Dosa,186,135.873
2023-08-02,R3_Masala Dosa,111,115.7903
2023-08-03,R3_Masala Dosa,210,164.94673
2023-08-04,R3_Masala Dosa,122,130.42998
2023-08-05,R3_Masala Dosa,193,212.38202
2023-08-06,R3_Masala Dosa,193,172.05566
2023-08-07,R3_Masala Dosa,167,139.04373
2023-08-08,R3_Masala Dosa,157,151.34895
2023-08-09,R3_Masala Dosa,171,142.61812
2023-08-10,R3_Masala Dosa,138,167.81932
2023-08-11,R3_Masala Dosa,122,144.34344
2023-08-12,R3_Masala Dosa,141,144.6999
2023-08-13,R3_Masala Dosa,158,144.23805
2023-08-14,R3_Masala Dosa,147,123.15611
2023-08-15,R3_Masala Dosa,119,118.85516
2023-08-16,R3_Masala Dosa,146,122.577484
2023-08-17,R3_Masala Dosa,116,118.28718
2023-08-18,R3_Masala Dosa,129,166.11281
2023-08-19,R3_Masala Dosa,122,135.15865
2023-08-20,R3_Masala Dosa,113,134.74194
2023-08-21,R3_Masala Dosa,135,112.36402
2023-08-22,R3_Masala Dosa,102,115.57223
2023-08-23,R3_Masala Dosa,110,112.36302
2023-08-24,R3_Masala Dosa,137,108.50028
2023-08-25,R3_Masala Dosa,123,112.34719
2023-08-26,R3_Masala Dosa,132,125.76087
2023-08-27,R3_Masala Dosa,145,130.61124
2023-08-28,R3_Masala Dosa,133,112.036064
2023-08-29,R3_Masala Dosa,138,113.57714
2023-08-30,R3_Masala Dosa,112,117.59691
2023-08-31,R3_Masala Dosa,134,113.77484
2023-09-01,R3_Masala Dosa,117,115.01029
2023-09-02,R3_Masala Dosa,158,133.58209
2023-09-03,R3_Masala Dosa,148,142.24075
2023-09-04,R3_Masala Dosa,112,111.83486
2023-09-05,R3_Masala Dosa,127,113.16237
2023-09-06,R3_Masala Dosa,109,114.04328
2023-09-07,R3_Masala Dosa,123,112.67091
2023-09-08,R3_Masala Dosa,123,113.64243
2023-09-09,R3_Masala Dosa,124,133.56459
2023-09-10,R3_Masala Dosa,121,131.99344
2023-09-11,R3_Masala Dosa,110,107.76984
2023-09-12,R3_Masala Dosa,122,108.05235
2023-09-13,R3_Masala Dosa,113,108.292015
2023-09-14,R3_Masala Dosa,134,127.171455
2023-09-15,R3_Masala Dosa,136,109.7422
2023-09-16,R3_Masala Dosa,194,170.91426
2023-09-17,R3_Masala Dosa,161,168.31819
2023-09-18,R3_Masala Dosa,103,113.86907
2023-09-19,R3_Masala Dosa,115,117.630646
2023-09-20,R3_Masala Dosa,102,117.43564
2023-09-21,R3_Masala Dosa,103,115.642044
2023-09-22,R3_Masala Dosa,125,114.01081
2023-09-23,R3_Masala Dosa,158,133.67473
2023-09-24,R3_Masala Dosa,164,150.12914
2023-09-25,R3_Masala Dosa,125,111.471375
2023-09-26,R3_Masala Dosa,143,113.0623
2023-09-27,R3_Masala Dosa,119,132.33812
2023-09-28,R3_Masala Dosa,140,115.98773
2023-09-29,R3_Masala Dosa,142,141.08952
2023-09-30,R3_Masala Dosa,154,166.70654
2023-10-01,R3_Masala Dosa,172,158.8679
2023-10-02,R3_Masala Dosa,130,122.86449
2023-10-03,R3_Masala Dosa,112,118.48918
2023-10-04,R3_Masala Dosa,115,116.92213
2023-10-05,R3_Masala Dosa,107,116.20762
2023-10-06,R3_Masala Dosa,114,115.85922
2023-10-07,R3_Masala Dosa,213,183.73474
2023-10-08,R3_Masala Dosa,165,141.19295
2023-10-09,R3_Masala Dosa,129,118.658714
2023-10-10,R3_Masala Dosa,113,112.66199
2023-10-11,R3_Masala Dosa,132,114.31971
2023-10-12,R3_Masala Dosa,134,114.20929
2023-10-13,R3_Masala Dosa,118,119.577934
